timestamp,airpressure,beam,dayofweek,hourofday,mHz
2023-06-01 00:00:00,1005,SpotH3,3,0,206.0
2023-06-01 00:10:00,1033,SpotH3,3,0,250.0
2023-06-01 00:20:00,1026,SpotH3,3,0,239.0
2023-06-01 00:30:00,1005,SpotH3,3,0,241.0
2023-06-01 00:40:00,1000,SpotH3,3,0,234.0
2023-06-01 00:50:00,1014,SpotH3,3,0,222.0
2023-06-01 01:00:00,1016,SpotH3,3,1,310.5
2023-06-01 01:10:00,1018,SpotH3,3,1,373.5
2023-06-01 01:20:00,1034,SpotH3,3,1,
2023-06-01 01:30:00,1046,SpotH3,3,1,
2023-06-01 01:40:00,1020,SpotH3,3,1,
2023-06-01 01:50:00,1002,SpotH3,3,1,
2023-06-01 02:00:00,1040,SpotH3,3,2,
2023-06-01 02:10:00,1036,SpotH3,3,2,
2023-06-01 02:20:00,1004,SpotH3,3,2,
2023-06-01 02:30:00,1002,SpotH3,3,2,
2023-06-01 02:40:00,1028,SpotH3,3,2,
2023-06-01 02:50:00,1004,SpotH3,3,2,
2023-06-01 03:00:00,1000,SpotH3,3,3,
2023-06-01 03:10:00,1028,SpotH3,3,3,
2023-06-01 03:20:00,1048,SpotH3,3,3,
2023-06-01 03:30:00,1038,SpotH3,3,3,
2023-06-01 03:40:00,1040,SpotH3,3,3,
2023-06-01 03:50:00,1017,SpotH3,3,3,
2023-06-01 04:00:00,1013,SpotH3,3,4,
2023-06-01 04:10:00,1016,SpotH3,3,4,
2023-06-01 04:20:00,1009,SpotH3,3,4,
2023-06-01 04:30:00,1029,SpotH3,3,4,
2023-06-01 04:40:00,1016,SpotH3,3,4,
2023-06-01 04:50:00,1008,SpotH3,3,4,
2023-06-01 05:00:00,1024,SpotH3,3,5,
2023-06-01 05:10:00,1039,SpotH3,3,5,
2023-06-01 05:20:00,1050,SpotH3,3,5,
2023-06-01 05:30:00,1045,SpotH3,3,5,
2023-06-01 05:40:00,1041,SpotH3,3,5,
2023-06-01 05:50:00,1035,SpotH3,3,5,
2023-06-01 06:00:00,1005,SpotH3,3,6,
2023-06-01 06:10:00,1003,SpotH3,3,6,
2023-06-01 06:20:00,1023,SpotH3,3,6,
2023-06-01 06:30:00,1028,SpotH3,3,6,
2023-06-01 06:40:00,1021,SpotH3,3,6,
2023-06-01 06:50:00,1003,SpotH3,3,6,
2023-06-01 07:00:00,1014,SpotH3,3,7,
2023-06-01 07:10:00,1009,SpotH3,3,7,
2023-06-01 07:20:00,1000,SpotH3,3,7,
2023-06-01 07:30:00,1047,SpotH3,3,7,
2023-06-01 07:40:00,1008,SpotH3,3,7,
2023-06-01 07:50:00,1046,SpotH3,3,7,
2023-06-01 08:00:00,1002,SpotH3,3,8,
2023-06-01 08:10:00,1002,SpotH3,3,8,
2023-06-01 08:20:00,1000,SpotH3,3,8,
2023-06-01 08:30:00,1003,SpotH3,3,8,
2023-06-01 08:40:00,1030,SpotH3,3,8,
2023-06-01 08:50:00,1046,SpotH3,3,8,
2023-06-01 09:00:00,1029,SpotH3,3,9,
2023-06-01 09:10:00,1022,SpotH3,3,9,
2023-06-01 09:20:00,1008,SpotH3,3,9,
2023-06-01 09:30:00,1044,SpotH3,3,9,
2023-06-01 09:40:00,1007,SpotH3,3,9,
2023-06-01 09:50:00,1009,SpotH3,3,9,
2023-06-01 10:00:00,1002,SpotH3,3,10,
2023-06-01 10:10:00,1048,SpotH3,3,10,
2023-06-01 10:20:00,1050,SpotH3,3,10,
2023-06-01 10:30:00,1009,SpotH3,3,10,
2023-06-01 10:40:00,1050,SpotH3,3,10,
2023-06-01 10:50:00,1047,SpotH3,3,10,
2023-06-01 11:00:00,1021,SpotH3,3,11,
2023-06-01 11:10:00,1050,SpotH3,3,11,
2023-06-01 11:20:00,1041,SpotH3,3,11,
2023-06-01 11:30:00,1009,SpotH3,3,11,
2023-06-01 11:40:00,1041,SpotH3,3,11,
2023-06-01 11:50:00,1004,SpotH3,3,11,
2023-06-01 12:00:00,1033,SpotH3,3,12,
2023-06-01 12:10:00,1039,SpotH3,3,12,
2023-06-01 12:20:00,1019,SpotH3,3,12,
2023-06-01 12:30:00,1012,SpotH3,3,12,
2023-06-01 12:40:00,1013,SpotH3,3,12,
2023-06-01 12:50:00,1009,SpotH3,3,12,
2023-06-01 13:00:00,1002,SpotH3,3,13,
2023-06-01 13:10:00,1016,SpotH3,3,13,
2023-06-01 13:20:00,1001,SpotH3,3,13,
2023-06-01 13:30:00,1050,SpotH3,3,13,
2023-06-01 13:40:00,1004,SpotH3,3,13,
2023-06-01 13:50:00,1044,SpotH3,3,13,
2023-06-01 14:00:00,1032,SpotH3,3,14,
2023-06-01 14:10:00,1023,SpotH3,3,14,
2023-06-01 14:20:00,1012,SpotH3,3,14,
2023-06-01 14:30:00,1016,SpotH3,3,14,
2023-06-01 14:40:00,1012,SpotH3,3,14,
2023-06-01 14:50:00,1010,SpotH3,3,14,
2023-06-01 15:00:00,1034,SpotH3,3,15,
2023-06-01 15:10:00,1003,SpotH3,3,15,
2023-06-01 15:20:00,1024,SpotH3,3,15,
2023-06-01 15:30:00,1038,SpotH3,3,15,
2023-06-01 15:40:00,1012,SpotH3,3,15,
2023-06-01 15:50:00,1043,SpotH3,3,15,
2023-06-01 16:00:00,1012,SpotH3,3,16,
2023-06-01 16:10:00,1042,SpotH3,3,16,
2023-06-01 16:20:00,1029,SpotH3,3,16,
2023-06-01 16:30:00,1040,SpotH3,3,16,
2023-06-01 16:40:00,1013,SpotH3,3,16,
2023-06-01 16:50:00,1050,SpotH3,3,16,
2023-06-01 17:00:00,1040,SpotH3,3,17,
2023-06-01 17:10:00,1050,SpotH3,3,17,
2023-06-01 17:20:00,1026,SpotH3,3,17,
2023-06-01 17:30:00,1029,SpotH3,3,17,
2023-06-01 17:40:00,1042,SpotH3,3,17,
2023-06-01 17:50:00,1049,SpotH3,3,17,
2023-06-01 18:00:00,1025,SpotH3,3,18,
2023-06-01 18:10:00,1033,SpotH3,3,18,
2023-06-01 18:20:00,1003,SpotH3,3,18,
2023-06-01 18:30:00,1025,SpotH3,3,18,
2023-06-01 18:40:00,1040,SpotH3,3,18,
2023-06-01 18:50:00,1020,SpotH3,3,18,
2023-06-01 19:00:00,1046,SpotH3,3,19,
2023-06-01 19:10:00,1013,SpotH3,3,19,
2023-06-01 19:20:00,1025,SpotH3,3,19,
2023-06-01 19:30:00,1021,SpotH3,3,19,
2023-06-01 19:40:00,1006,SpotH3,3,19,
2023-06-01 19:50:00,1039,SpotH3,3,19,
2023-06-01 20:00:00,1007,SpotH3,3,20,
2023-06-01 20:10:00,1025,SpotH3,3,20,
2023-06-01 20:20:00,1003,SpotH3,3,20,
2023-06-01 20:30:00,1020,SpotH3,3,20,
2023-06-01 20:40:00,1021,SpotH3,3,20,
2023-06-01 20:50:00,1011,SpotH3,3,20,
2023-06-01 21:00:00,1012,SpotH3,3,21,
2023-06-01 21:10:00,1023,SpotH3,3,21,
2023-06-01 21:20:00,1018,SpotH3,3,21,
2023-06-01 21:30:00,1005,SpotH3,3,21,
2023-06-01 21:40:00,1000,SpotH3,3,21,
2023-06-01 21:50:00,1037,SpotH3,3,21,
2023-06-01 22:00:00,1006,SpotH3,3,22,
2023-06-01 22:10:00,1004,SpotH3,3,22,
2023-06-01 22:20:00,1010,SpotH3,3,22,
2023-06-01 22:30:00,1024,SpotH3,3,22,
2023-06-01 22:40:00,1029,SpotH3,3,22,
2023-06-01 22:50:00,1031,SpotH3,3,22,
2023-06-01 23:00:00,1020,SpotH3,3,23,
2023-06-01 23:10:00,1021,SpotH3,3,23,
2023-06-01 23:20:00,1028,SpotH3,3,23,
2023-06-01 23:30:00,1014,SpotH3,3,23,
2023-06-01 23:40:00,1000,SpotH3,3,23,
2023-06-01 23:50:00,1029,SpotH3,3,23,
2023-06-02 00:00:00,1015,SpotH3,4,0,
2023-06-02 00:10:00,1016,SpotH3,4,0,
2023-06-02 00:20:00,1007,SpotH3,4,0,
2023-06-02 00:30:00,1048,SpotH3,4,0,
2023-06-02 00:40:00,1024,SpotH3,4,0,
2023-06-02 00:50:00,1034,SpotH3,4,0,
2023-06-02 01:00:00,1037,SpotH3,4,1,
2023-06-02 01:10:00,1010,SpotH3,4,1,
